"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","Discount","PaymentMethod","ShippingCost","Category","SalesChannel","ReturnStatus","ShipmentProvider","WarehouseLocation","OrderPriority"
725110,"SKU_1705","Notebook",22,"2024-12-22 03:00",48.87,73613,"United Kingdom",0.25,"Bank Transfer",17.73,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","High"
812755,"SKU_1186","Blue Pen",5,"2021-06-14 19:00",42.58,98115,"Germany",0.42,"Bank Transfer",10.32,"Apparel","Online","Not Returned","UPS","London","Low"
354936,"SKU_1289","T-shirt",34,"2022-03-12 19:00",87.78,46192,"Netherlands",0.28,"Bank Transfer",25.69,"Electronics","Online","Not Returned","Royal Mail","London","Medium"
970793,"SKU_1891","T-shirt",41,"2021-02-12 17:00",26.73,75760,"Germany",0.24,"Bank Transfer",6.9,"Electronics","Online","Returned","DHL","Paris","Medium"
326556,"SKU_1699","Wireless Mouse",2,"2023-09-26 21:00",9.59,77352,"Belgium",0.43,"paypall",19.07,"Furniture","Online","Not Returned","Royal Mail","Paris","Low"
404629,"SKU_1947","Desk Lamp",17,"2023-03-13 19:00",5.61,41708,"United States",0.4,"Bank Transfer",27.52,"Accessories","Online","Not Returned","Royal Mail","Rome","High"
278954,"SKU_1823","USB Cable",14,"2020-02-28 08:00",54.36,24656,"Australia",0.25,"paypall",16.96,"Furniture","In-store","Not Returned","DHL","Amsterdam","Medium"
451141,"SKU_1771","Headphones",10,"2025-03-04 15:00",78.82,17317,"Spain",0.09,"Bank Transfer",25.96,"Furniture","Online","Not Returned","DHL","London","High"
577602,"SKU_1079","Headphones",24,"2020-03-19 22:00",7.14,92134,"France",0.4,"paypall",18.63,"Electronics","In-store","Not Returned","FedEx","London","High"
505520,"SKU_1164","Headphones",32,"2024-06-19 13:00",22.15,81227,"Norway",0.28,"paypall",22.43,"Accessories","In-store","Not Returned","Royal Mail","Berlin","Medium"
563930,"SKU_1712","Wall Clock",36,"2020-11-28 12:00",10.94,34079,"United Kingdom",0.15,"Bank Transfer",16.36,"Furniture","Online","Not Returned","UPS","Paris","Low"
312531,"SKU_1218","Headphones",30,"2024-02-24 18:00",40.78,76195,"France",0.41,"Bank Transfer",14.64,"Apparel","Online","Not Returned","DHL","London","High"
245130,"SKU_1508","Notebook",36,"2024-09-29 18:00",51.02,59196,"United States",0.44,"Credit Card",9.84,"Stationery","In-store","Not Returned","UPS","London","Low"
744167,"SKU_1006","Office Chair",47,"2020-01-01 05:00",70.16,53887,"Sweden",0.48,"Credit Card",13.98,"Electronics","Online","Not Returned","DHL","London","Medium"
567535,"SKU_1437","White Mug",26,"2020-04-01 04:00",14.57,10554,"United Kingdom",0.46,"paypall",26.21,"Electronics","Online","Not Returned","UPS","London","High"
439208,"SKU_1988","White Mug",42,"2020-07-01 02:00",2.54,13326,"Netherlands",0.15,"paypall",12.92,"Accessories","In-store","Not Returned","Royal Mail","Berlin","Medium"
725799,"SKU_1331","Office Chair",43,"2023-06-07 00:00",90.75,34995,"United States",0.45,"Bank Transfer",17.99,"Electronics","Online","Not Returned","Royal Mail","Paris","High"
162722,"SKU_1227","Blue Pen",1,"2024-10-22 05:00",6.99,33541,"France",0.04,"Credit Card",17.76,"Stationery","Online","Returned","DHL","Amsterdam","High"
563445,"SKU_1171","T-shirt",1,"2022-04-10 02:00",22.54,20875,"United Kingdom",0.39,"paypall",14.83,"Furniture","Online","Not Returned","DHL","Berlin","Medium"
243888,"SKU_1864","Blue Pen",28,"2020-08-21 21:00",67.41,17068,"Portugal",0.04,"Credit Card",18.95,"Stationery","In-store","Not Returned","Royal Mail","Amsterdam","Low"
644428,"SKU_1301","Notebook",35,"2022-10-18 11:00",14.93,96915,"Sweden",0.48,"Credit Card",26.85,"Furniture","In-store","Not Returned","FedEx","Amsterdam","High"
585320,"SKU_1522","White Mug",48,"2022-01-27 18:00",58.46,40392,"Italy",0.14,"Bank Transfer",17.59,"Stationery","Online","Not Returned","UPS","Paris","High"
897210,"SKU_1514","Wireless Mouse",27,"2021-06-08 16:00",29.83,91540,"Australia",0.39,"paypall",8.45,"Electronics","Online","Not Returned","FedEx","Paris","High"
629036,"SKU_1813","Headphones",31,"2020-02-03 00:00",3.71,16132,"Netherlands",0.09,"Credit Card",20.91,"Furniture","Online","Not Returned","FedEx","Amsterdam","Low"
375419,"SKU_1256","T-shirt",17,"2021-05-21 19:00",38.55,41617,"United Kingdom",0.48,"paypall",6.17,"Furniture","In-store","Not Returned","DHL","Paris","Medium"
869727,"SKU_1605","Wireless Mouse",30,"2020-05-18 05:00",73.29,32675,"Belgium",0.08,"Credit Card",13.98,"Apparel","In-store","Not Returned","Royal Mail","London","Medium"
600016,"SKU_1374","T-shirt",20,"2024-04-20 07:00",76.29,13591,"Australia",0.22,"paypall",19.92,"Electronics","Online","Not Returned","UPS","Berlin","Low"
244790,"SKU_1661","Notebook",30,"2025-03-15 22:00",93.07,80037,"Norway",0.07,"Bank Transfer",25.56,"Apparel","Online","Not Returned","DHL","Rome","Medium"
907733,"SKU_1649","Wireless Mouse",10,"2021-02-15 19:00",70.3,77415,"United States",0.22,"paypall",9.12,"Furniture","Online","Not Returned","FedEx","Berlin","High"
116820,"SKU_1638","Wireless Mouse",42,"2023-06-17 08:00",55.57,14413,"Netherlands",0.35,"Credit Card",21.54,"Apparel","In-store","Not Returned","UPS","Paris","High"
450912,"SKU_1862","Office Chair",10,"2022-04-20 21:00",65.31,73187,"Australia",0.46,"Credit Card",24.59,"Apparel","In-store","Not Returned","Royal Mail","Berlin","Medium"
677907,"SKU_1308","T-shirt",11,"2022-08-07 02:00",88.28,36188,"Sweden",0.24,"paypall",5.44,"Stationery","Online","Not Returned","UPS","Rome","Low"
258571,"SKU_1069","Backpack",48,"2021-03-16 07:00",2.59,26377,"Portugal",0.37,"Bank Transfer",8.08,"Stationery","Online","Not Returned","Royal Mail","Paris","Low"
649079,"SKU_1871","Desk Lamp",41,"2023-07-05 11:00",47.3,24906,"Belgium",0.05,"paypall",28.83,"Apparel","In-store","Not Returned","FedEx","Rome","Low"
349495,"SKU_1397","USB Cable",27,"2021-03-02 05:00",45.77,69902,"Spain",0.33,"Bank Transfer",15.59,"Stationery","In-store","Not Returned","UPS","London","Low"
692673,"SKU_1051","Headphones",6,"2020-01-25 21:00",84.72,42814,"Sweden",0.22,"Credit Card",14.91,"Electronics","Online","Not Returned","UPS","Paris","High"
336576,"SKU_1374","Office Chair",11,"2022-02-18 11:00",10.99,99445,"Sweden",0.35,"paypall",6.78,"Stationery","In-store","Not Returned","Royal Mail","Paris","High"
165896,"SKU_1577","T-shirt",26,"2023-05-22 20:00",49.48,48702,"United States",0.42,"Credit Card",6.77,"Apparel","Online","Not Returned","DHL","Amsterdam","High"
534694,"SKU_1278","Backpack",37,"2024-02-20 18:00",22.95,29888,"United Kingdom",0.01,"Bank Transfer",6.17,"Electronics","In-store","Returned","UPS","Rome","Low"
909985,"SKU_1165","Desk Lamp",34,"2025-01-08 15:00",66.33,56812,"United States",0.38,"Bank Transfer",24.64,"Electronics","In-store","Not Returned","DHL","Amsterdam","Low"
188598,"SKU_1737","Office Chair",25,"2023-08-14 22:00",81.94,38671,"Norway",0.06,"Credit Card",28.55,"Electronics","In-store","Returned","Royal Mail","Paris","Medium"
807758,"SKU_1897","White Mug",12,"2025-02-20 05:00",58.14,55797,"Germany",0.26,"Bank Transfer",15.68,"Electronics","In-store","Not Returned","Royal Mail","Paris","High"
651030,"SKU_1235","Notebook",5,"2024-12-17 11:00",91.69,26397,"Italy",0.28,"Bank Transfer",28.59,"Accessories","In-store","Not Returned","Royal Mail","Paris","High"
117060,"SKU_1637","T-shirt",7,"2024-02-10 22:00",53.11,58598,"Norway",0.37,"Bank Transfer",18.44,"Stationery","Online","Not Returned","Royal Mail","Paris","High"
226479,"SKU_1765","T-shirt",38,"2020-07-28 14:00",99.35,83490,"France",0.44,"Credit Card",28.6,"Apparel","In-store","Not Returned","DHL","Paris","High"
300015,"SKU_1056","Backpack",1,"2021-07-26 05:00",69.18,61529,"Norway",0.23,"Credit Card",9.23,"Furniture","Online","Not Returned","FedEx","Amsterdam","Medium"
118936,"SKU_1276","Wireless Mouse",40,"2024-11-01 03:00",61.12,19560,"France",0.37,"Credit Card",20.75,"Electronics","Online","Not Returned","DHL","Berlin","High"
789331,"SKU_1896","Notebook",36,"2022-07-12 03:00",99.42,64734,"United Kingdom",0.09,"Bank Transfer",24.58,"Accessories","Online","Returned","FedEx","London","Medium"
933147,"SKU_1366","Desk Lamp",48,"2021-04-16 16:00",34.72,77336,"Portugal",0.08,"Credit Card",16.86,"Electronics","Online","Not Returned","Royal Mail","London","Low"
376030,"SKU_1814","Office Chair",22,"2024-10-25 17:00",16.51,13719,"Italy",0.06,"Credit Card",8.54,"Accessories","Online","Not Returned","FedEx","Berlin","High"
556195,"SKU_1533","Wireless Mouse",1,"2021-09-02 18:00",92.89,40292,"Belgium",0.48,"paypall",12.47,"Accessories","In-store","Not Returned","UPS","London","Medium"
571653,"SKU_1896","Office Chair",41,"2022-03-14 08:00",9.75,16483,"Portugal",0.39,"Credit Card",14.56,"Apparel","In-store","Not Returned","UPS","Paris","High"
109879,"SKU_1989","Headphones",19,"2022-04-08 20:00",79.03,67476,"United States",0.11,"paypall",9.93,"Stationery","Online","Not Returned","DHL","Rome","Low"
169098,"SKU_1425","USB Cable",15,"2023-11-03 05:00",16.74,43239,"France",0.24,"paypall",7.79,"Stationery","Online","Not Returned","FedEx","Berlin","Medium"
905060,"SKU_1923","Wall Clock",44,"2025-03-03 18:00",91.76,72067,"Belgium",0.45,"paypall",11.29,"Stationery","Online","Not Returned","DHL","Rome","High"
701383,"SKU_1989","Desk Lamp",3,"2021-01-27 06:00",33.02,61198,"Portugal",0.28,"Bank Transfer",5.54,"Accessories","In-store","Not Returned","DHL","Paris","High"
315788,"SKU_1522","Wall Clock",7,"2025-02-14 14:00",98.99,52528,"Sweden",0.41,"paypall",13.95,"Accessories","In-store","Not Returned","UPS","London","High"
351459,"SKU_1638","Office Chair",24,"2020-04-20 15:00",64.16,18783,"Netherlands",0.45,"Credit Card",9.31,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","High"
382926,"SKU_1129","Office Chair",10,"2022-07-03 01:00",83.93,15974,"Belgium",0.14,"Credit Card",26.24,"Electronics","In-store","Returned","DHL","Berlin","High"
431328,"SKU_1351","Backpack",43,"2020-05-25 21:00",72.54,45680,"Norway",0.37,"paypall",7.54,"Electronics","Online","Not Returned","UPS","Berlin","Medium"
448760,"SKU_1464","Wall Clock",49,"2024-11-19 08:00",71.53,41469,"Norway",0.14,"Bank Transfer",13.47,"Furniture","In-store","Not Returned","DHL","Berlin","Medium"
754571,"SKU_1590","White Mug",14,"2024-10-09 10:00",64.25,55624,"Sweden",0.2,"Bank Transfer",16.94,"Furniture","In-store","Not Returned","FedEx","Amsterdam","Medium"
816825,"SKU_1710","Notebook",6,"2021-01-05 05:00",42.32,47544,"Sweden",0.46,"Credit Card",27.6,"Electronics","In-store","Not Returned","UPS","Rome","Medium"
455281,"SKU_1804","Wall Clock",21,"2022-11-23 12:00",43.75,13048,"Belgium",0.05,"Bank Transfer",8.46,"Accessories","In-store","Not Returned","FedEx","Rome","Medium"
287461,"SKU_1411","White Mug",10,"2022-12-26 15:00",91.07,81814,"Australia",0,"Credit Card",15.5,"Electronics","Online","Not Returned","Royal Mail","Rome","Low"
963294,"SKU_1510","Desk Lamp",34,"2024-12-19 01:00",99.07,56322,"Germany",0.27,"Bank Transfer",29.39,"Stationery","In-store","Not Returned","DHL","Berlin","Medium"
846597,"SKU_1174","Wall Clock",35,"2022-12-12 02:00",46.76,64264,"Portugal",0.22,"Credit Card",21.38,"Furniture","Online","Not Returned","Royal Mail","Amsterdam","Medium"
613259,"SKU_1964","Notebook",34,"2024-04-15 09:00",41.2,43303,"Australia",0.36,"paypall",27.9,"Accessories","Online","Not Returned","UPS","Rome","Medium"
663961,"SKU_1863","White Mug",34,"2022-09-28 08:00",79.19,28275,"France",0.13,"Credit Card",9.05,"Furniture","In-store","Not Returned","DHL","Berlin","Medium"
714805,"SKU_1831","White Mug",48,"2020-04-27 22:00",37.23,44240,"United States",0.1,"paypall",6.12,"Electronics","Online","Not Returned","FedEx","Paris","High"
694547,"SKU_1619","T-shirt",20,"2023-12-28 09:00",50.55,37907,"Italy",0.4,"paypall",24.77,"Apparel","In-store","Not Returned","Royal Mail","Paris","High"
573254,"SKU_1408","Blue Pen",35,"2020-01-03 08:00",4.66,32638,"Australia",0.27,"paypall",19.65,"Furniture","In-store","Not Returned","UPS","London","Low"
385356,"SKU_1142","Headphones",48,"2022-06-16 01:00",15.06,38250,"United Kingdom",0.39,"paypall",13.3,"Stationery","In-store","Not Returned","UPS","Amsterdam","Low"
882780,"SKU_1257","T-shirt",48,"2021-07-13 14:00",40.51,52710,"Portugal",0.45,"Bank Transfer",25.89,"Stationery","Online","Not Returned","Royal Mail","Paris","Low"
335994,"SKU_1723","Office Chair",23,"2021-11-15 03:00",29.85,14774,"Italy",0.21,"Credit Card",13.92,"Electronics","Online","Not Returned","FedEx","Paris","Medium"
823879,"SKU_1726","Wall Clock",39,"2021-03-21 10:00",59.13,56773,"Belgium",0.05,"Bank Transfer",11.72,"Furniture","Online","Not Returned","DHL","Amsterdam","Medium"
608041,"SKU_1518","USB Cable",46,"2020-02-11 20:00",52.57,73581,"Netherlands",0.32,"paypall",18.19,"Stationery","In-store","Not Returned","Royal Mail","Paris","Medium"
575833,"SKU_1333","T-shirt",27,"2024-12-10 01:00",14.08,48650,"United Kingdom",0.35,"Bank Transfer",23.82,"Accessories","Online","Not Returned","DHL","Berlin","Low"
365803,"SKU_1745","Desk Lamp",24,"2025-01-11 12:00",65.07,70765,"Australia",0.03,"Credit Card",25.06,"Furniture","In-store","Not Returned","UPS","Berlin","High"
919973,"SKU_1123","Desk Lamp",4,"2020-12-27 13:00",59,48972,"Portugal",0.45,"Credit Card",21.44,"Stationery","Online","Not Returned","FedEx","London","Low"
386459,"SKU_1928","T-shirt",19,"2022-06-03 11:00",18.32,81293,"Netherlands",0.41,"Credit Card",28.25,"Accessories","In-store","Not Returned","Royal Mail","Berlin","Medium"
645007,"SKU_1153","Office Chair",44,"2021-09-23 23:00",82.08,23303,"Spain",0.13,"Bank Transfer",10.57,"Electronics","In-store","Not Returned","UPS","Paris","Medium"
292848,"SKU_1987","Wall Clock",45,"2023-10-04 07:00",55.6,16288,"Sweden",0.18,"Bank Transfer",12.77,"Apparel","In-store","Not Returned","DHL","London","Low"
872592,"SKU_1013","T-shirt",40,"2021-07-04 00:00",22.2,87521,"Spain",0.04,"paypall",27.32,"Apparel","Online","Not Returned","Royal Mail","London","High"
324793,"SKU_1137","Wireless Mouse",25,"2021-02-25 02:00",52.17,21821,"Portugal",0.47,"Bank Transfer",7.55,"Accessories","In-store","Not Returned","Royal Mail","Berlin","High"
514750,"SKU_1884","Blue Pen",4,"2021-05-24 05:00",46.67,95256,"United Kingdom",0.45,"Bank Transfer",11.46,"Furniture","In-store","Returned","DHL","Rome","High"
255579,"SKU_1191","Wireless Mouse",46,"2023-02-15 12:00",1.92,64526,"Germany",0.05,"Bank Transfer",12.76,"Furniture","Online","Returned","UPS","London","Low"
935700,"SKU_1584","T-shirt",39,"2020-03-30 17:00",29.39,45573,"Australia",0.12,"paypall",25.18,"Apparel","Online","Not Returned","UPS","Amsterdam","Low"
395270,"SKU_1031","Notebook",29,"2025-05-19 04:00",28.09,44420,"Netherlands",0.44,"Credit Card",28.46,"Accessories","In-store","Not Returned","DHL","Amsterdam","Low"
495268,"SKU_1089","Notebook",2,"2025-07-04 03:00",36.74,70443,"Australia",0.05,"Bank Transfer",28.97,"Apparel","In-store","Not Returned","UPS","Amsterdam","High"
660180,"SKU_1110","Notebook",32,"2025-01-22 04:00",47.95,68632,"United Kingdom",0.1,"paypall",6.49,"Electronics","In-store","Not Returned","FedEx","Amsterdam","Medium"
488612,"SKU_1292","Wall Clock",13,"2020-05-26 00:00",88.56,93202,"United States",0.14,"Credit Card",24.73,"Furniture","Online","Not Returned","DHL","Amsterdam","Low"
550836,"SKU_1478","Office Chair",30,"2024-03-02 01:00",87.5,41696,"Belgium",0.4,"Credit Card",20.2,"Accessories","Online","Not Returned","DHL","Amsterdam","High"
248261,"SKU_1656","Desk Lamp",44,"2024-07-16 01:00",67.84,54091,"Sweden",0.43,"paypall",25.42,"Apparel","In-store","Not Returned","UPS","London","Medium"
352419,"SKU_1234","Wall Clock",43,"2020-06-04 10:00",83.19,87650,"Germany",0.26,"Credit Card",25.35,"Stationery","In-store","Not Returned","FedEx","Rome","High"
761705,"SKU_1609","Wall Clock",11,"2024-03-11 14:00",68.57,62123,"Norway",0.05,"paypall",19.16,"Apparel","In-store","Not Returned","FedEx","Berlin","Medium"
647372,"SKU_1811","Desk Lamp",25,"2025-03-07 02:00",92.57,12541,"Spain",0.5,"Bank Transfer",6.83,"Furniture","In-store","Not Returned","UPS","Rome","Low"
203533,"SKU_1279","White Mug",22,"2021-11-02 17:00",18.51,45953,"Norway",0.32,"Bank Transfer",9.09,"Stationery","Online","Returned","DHL","Amsterdam","Medium"
522342,"SKU_1827","Desk Lamp",29,"2022-12-14 08:00",61.56,62011,"Australia",0.1,"Bank Transfer",14.89,"Apparel","Online","Returned","DHL","London","High"
558018,"SKU_1386","Headphones",1,"2023-04-27 02:00",86.7,27604,"Italy",0.1,"Credit Card",12.44,"Electronics","Online","Not Returned","UPS","Berlin","High"
902377,"SKU_1175","Wireless Mouse",42,"2022-01-18 18:00",22.69,96734,"Australia",0.28,"Bank Transfer",13.35,"Furniture","In-store","Not Returned","DHL","Paris","Medium"
964685,"SKU_1725","Office Chair",36,"2023-08-02 07:00",59.38,22617,"Belgium",0.32,"paypall",16.02,"Furniture","Online","Not Returned","UPS","Paris","Low"
375894,"SKU_1295","Wall Clock",20,"2023-05-23 02:00",29.67,24694,"United States",0.49,"paypall",24.82,"Furniture","In-store","Not Returned","FedEx","Rome","High"
329632,"SKU_1681","Wireless Mouse",38,"2022-04-28 10:00",29.75,66050,"United Kingdom",0.21,"Credit Card",28.55,"Accessories","In-store","Not Returned","FedEx","Paris","High"
323311,"SKU_1837","Desk Lamp",41,"2024-08-01 13:00",48.88,72590,"Sweden",0.49,"paypall",13.49,"Furniture","Online","Not Returned","Royal Mail","Paris","High"
243404,"SKU_1363","Headphones",40,"2023-08-16 13:00",41.83,50739,"United States",0.38,"Bank Transfer",23.37,"Accessories","In-store","Not Returned","DHL","Berlin","Medium"
296501,"SKU_1051","Headphones",9,"2020-04-19 19:00",81.28,63067,"United Kingdom",0.5,"Credit Card",22.92,"Electronics","In-store","Not Returned","Royal Mail","London","Medium"
884370,"SKU_1689","Desk Lamp",30,"2022-08-25 23:00",52.8,43981,"Germany",0.27,"Bank Transfer",7.72,"Accessories","In-store","Not Returned","UPS","London","Low"
241449,"SKU_1005","White Mug",48,"2020-09-27 12:00",65.77,10158,"United States",0.45,"Bank Transfer",7.71,"Electronics","Online","Not Returned","UPS","Rome","High"
321140,"SKU_1485","White Mug",30,"2021-06-10 16:00",8.88,37907,"Netherlands",0.45,"Credit Card",22.38,"Furniture","In-store","Not Returned","UPS","London","Low"
734929,"SKU_1492","Office Chair",48,"2020-04-20 16:00",24.66,66573,"Belgium",0.26,"Bank Transfer",11.48,"Furniture","Online","Not Returned","Royal Mail","Berlin","High"
678613,"SKU_1661","Notebook",13,"2023-02-06 02:00",80.12,80275,"Australia",0.28,"Credit Card",16.99,"Accessories","In-store","Not Returned","UPS","Amsterdam","Medium"
864404,"SKU_1332","Wall Clock",47,"2024-10-27 13:00",61.34,38079,"Spain",0.11,"paypall",15.82,"Apparel","In-store","Not Returned","UPS","Amsterdam","High"
959366,"SKU_1507","Notebook",31,"2023-04-24 05:00",7.27,77631,"Spain",0.09,"Credit Card",7.31,"Stationery","In-store","Not Returned","Royal Mail","Amsterdam","Medium"
931743,"SKU_1929","Blue Pen",21,"2023-07-30 01:00",78.51,55263,"Australia",0.34,"Bank Transfer",17.36,"Electronics","In-store","Not Returned","UPS","Berlin","Medium"
220456,"SKU_1211","T-shirt",5,"2023-11-09 11:00",96.42,37675,"Belgium",0.5,"Credit Card",11.35,"Apparel","Online","Not Returned","UPS","Berlin","Medium"
468904,"SKU_1004","Blue Pen",41,"2023-12-25 20:00",98.46,68114,"Portugal",0.22,"Bank Transfer",17.94,"Apparel","In-store","Returned","DHL","Rome","High"
632844,"SKU_1362","T-shirt",21,"2020-06-23 15:00",63.24,60777,"Portugal",0.49,"Credit Card",24.71,"Accessories","Online","Not Returned","DHL","Paris","Medium"
681592,"SKU_1824","Blue Pen",10,"2023-02-03 19:00",12.48,91483,"France",0.01,"paypall",9.35,"Stationery","In-store","Not Returned","FedEx","Berlin","Medium"
754587,"SKU_1596","Backpack",44,"2020-08-14 03:00",50.71,23748,"Netherlands",0.29,"Bank Transfer",11.78,"Accessories","In-store","Not Returned","UPS","London","Low"
599671,"SKU_1184","Office Chair",18,"2025-01-25 23:00",73.9,24216,"France",0.35,"paypall",24.49,"Electronics","In-store","Not Returned","FedEx","London","High"
